TransactionID,BorrowDate,DueDate,ReturnDate,TransactionStatus,OverdueFlag,LoanDurationDays,DaysOverdue,MemberID,Age,AgeGroup,Gender,MembershipType,City,BookTitle,Author,Category,PublishedYear,BookPriceNPR,FineAmountNPR,BorrowYear
T006259,2024-06-19,2024-07-05,2024-07-05,Returned,On Time,16.0,0.0,M01498,33,26-35,Male,Student,Kathmandu,Modern Cloud Computing Concepts,Douglas Thompson,Networking,2016,1150,0,2024
T006260,2024-01-24,2024-02-05,2024-02-03,Returned,On Time,10.0,0.0,M01452,21,18-25,Male,Public,Pokhara,Essential Data Science Techniques,Devin Ray,Self Help,2013,650,0,2024
T006261,2025-05-11,2025-05-23,2025-05-23,Returned,On Time,12.0,0.0,M01628,26,26-35,Male,Public,Nepalgunj,Complete Data Science Applications,Ms. Linda Sherman,Finance,2024,775,0,2025
T006262,2025-07-31,2025-08-13,2025-08-12,Returned,On Time,12.0,0.0,M00407,67,65+,Female,Student,Kathmandu,Complete Self Help Concepts,Laura Martinez,Fiction,2013,475,0,2025
T006263,2025-01-03,2025-01-20,2025-01-17,Returned,On Time,14.0,0.0,M00066,19,18-25,Female,Student,Kathmandu,Essential Finance Concepts,Brian Cox,Machine Learning,2011,525,0,2025
T006264,2024-06-27,2024-07-10,,Borrowed,On Time,,,M01230,78,65+,Female,Student,Kathmandu,Essential History Applications,Timothy Payne,Self Help,2025,1050,0,2024
T006265,2025-01-01,2025-01-21,,Borrowed,On Time,,,M01197,68,65+,Male,Researcher,Nepalgunj,Advanced Fiction Guide,Linda Bell,Business,2022,1125,0,2025
T006266,2025-12-11,2025-12-31,,Borrowed,On Time,,,M01449,71,65+,Male,Faculty,Kathmandu,Essential Economics Guide,Nancy Diaz,Fiction,2013,1500,0,2025
T006267,2024-12-26,2025-01-15,2025-01-14,Returned,On Time,19.0,0.0,M00914,34,26-35,Male,Faculty,Biratnagar,Modern Data Science Concepts,Melissa Monroe,Finance,2021,2150,0,2024
T006268,2024-10-27,2024-11-08,2024-11-06,Returned,On Time,10.0,0.0,M00116,24,18-25,Male,Public,Biratnagar,Practical Economics Applications,Rhonda Johnson,Psychology,2018,1425,0,2024
T006269,2024-01-10,2024-01-31,2024-02-03,Returned,Overdue,24.0,3.0,M00454,25,18-25,Male,Faculty,Biratnagar,Essential Machine Learning Techniques,David Hall,Marketing,2023,2150,30,2024
T006270,2024-11-12,2024-11-26,,Borrowed,On Time,,,M01924,17,Under 18,Male,Student,Kathmandu,Modern Economics Guide,Christina Brown,Machine Learning,2017,1800,0,2024
T006271,2025-10-11,2025-10-19,2025-10-17,Returned,On Time,6.0,0.0,M01330,31,26-35,Male,Public,Pokhara,Complete Business Applications,Jeremy Carlson,Cloud Computing,2008,2125,0,2025
T006272,2025-05-15,2025-06-04,2025-06-04,Returned,On Time,20.0,0.0,M01022,24,18-25,Female,Researcher,Pokhara,Practical Networking Techniques,Virginia Gonzalez,Machine Learning,2020,450,0,2025
T006273,2025-04-22,2025-05-04,2025-05-02,Returned,On Time,10.0,0.0,M01092,29,26-35,Female,Public,Nepalgunj,Modern Networking Concepts,Kimberly Baker,Fiction,2020,1600,0,2025
T006274,2025-11-07,2025-11-20,2025-11-29,Returned,Overdue,22.0,9.0,M01365,17,Under 18,Male,Student,Kathmandu,Modern Economics Guide,Ryan Coleman,Fiction,2016,1525,90,2025
T006275,2025-09-09,2025-09-22,2025-09-20,Returned,On Time,11.0,0.0,M00213,17,Under 18,Female,Student,Pokhara,Advanced Finance Concepts,Ashley Robinson,Self Help,2025,975,0,2025
T006276,2024-04-03,2024-04-16,2024-04-18,Returned,Overdue,15.0,2.0,M00471,59,51-65,Female,Student,Pokhara,Essential Networking Handbook,Laura Wong,Data Science,2025,1225,20,2024
T006277,2025-08-19,2025-09-03,2025-09-03,Returned,On Time,15.0,0.0,M00589,49,36-50,Female,Student,Pokhara,Modern Cyber Security Techniques,Matthew Harris,Business,2009,600,0,2025
T006278,2024-05-03,2024-05-16,2024-05-15,Returned,On Time,12.0,0.0,M01956,24,18-25,Male,Student,Pokhara,Essential Networking Concepts,Austin Zimmerman,History,2021,625,0,2024
T006279,2024-06-24,2024-07-09,2024-07-06,Returned,On Time,12.0,0.0,M00078,16,Under 18,Male,Student,Kathmandu,Complete Business Handbook,James Stone,Marketing,2008,2075,0,2024
T006280,2025-10-02,2025-10-18,2025-11-18,Returned,Overdue,47.0,31.0,M00550,39,36-50,Female,Student,Pokhara,Modern AI Concepts,Stephen Harris,Data Science,2011,2300,310,2025
T006281,2024-03-18,2024-03-28,2024-03-26,Returned,On Time,8.0,0.0,M00270,23,18-25,Male,Public,Pokhara,Modern Fiction Handbook,William Dixon,Economics,2009,725,0,2024
T006282,2025-01-22,2025-02-11,,Borrowed,On Time,,,M02181,15,Under 18,Female,Faculty,Kathmandu,Practical Finance Concepts,Sharon Watkins,AI,2021,2375,0,2025
T006283,2025-11-17,2025-12-02,2025-12-02,Returned,On Time,15.0,0.0,M00869,52,51-65,Female,Student,Kathmandu,Essential Data Science Techniques,Michael Barber,Cyber Security,2009,2425,0,2025
T006284,2024-09-21,2024-10-10,,Borrowed,On Time,,,M01771,22,18-25,Male,Researcher,Kathmandu,Practical Cloud Computing Concepts,Elizabeth Simpson,Fiction,2008,1400,0,2024
T006285,2024-09-24,2024-10-06,,Borrowed,On Time,,,M00858,26,26-35,Male,Public,Pokhara,Modern Cyber Security Handbook,Sheena Wilson,Economics,2020,2400,0,2024
T006286,2024-01-13,2024-01-26,2024-01-25,Returned,On Time,12.0,0.0,M02114,56,51-65,Male,Student,Kathmandu,Practical Computer Science Applications,Allison Graham,History,2009,2175,0,2024
T006287,2025-04-02,2025-04-15,2025-04-21,Returned,Overdue,19.0,6.0,M01312,25,18-25,Female,Public,Nepalgunj,Advanced Data Science Guide,Tara Dudley,AI,2008,1775,60,2025
T006288,2025-01-27,2025-02-13,,Borrowed,On Time,,,M01033,24,18-25,Female,Student,Pokhara,Complete Computer Science Handbook,Jessica Duran,Psychology,2023,1050,0,2025
T006289,2025-01-25,2025-02-10,2025-02-09,Returned,On Time,15.0,0.0,M00427,49,36-50,Female,Student,Pokhara,Practical Economics Applications,Darren Gutierrez,Fiction,2022,1975,0,2025
T006290,2025-01-22,2025-02-01,2025-02-07,Returned,Overdue,16.0,6.0,M01451,27,26-35,Female,Public,Pokhara,Modern Machine Learning Guide,John Smith,Economics,2014,950,60,2025
T006291,2025-04-22,2025-05-11,2025-05-08,Returned,On Time,16.0,0.0,M01846,74,65+,Male,Faculty,Kathmandu,Essential Cyber Security Handbook,Nicholas Williams,Cloud Computing,2017,1450,0,2025
T006292,2024-01-16,2024-02-02,,Borrowed,On Time,,,M00052,62,51-65,Female,Student,Kathmandu,Complete Finance Guide,Diana Stewart,Economics,2012,900,0,2024
T006293,2025-06-02,2025-06-24,2025-06-23,Returned,On Time,21.0,0.0,M00941,56,51-65,Male,Researcher,Kathmandu,Complete Self Help Techniques,Timothy Owens,Fiction,2025,1725,0,2025
T006294,2024-04-21,2024-05-06,2024-05-17,Returned,Overdue,26.0,11.0,M01023,27,26-35,Female,Student,Pokhara,Practical Fiction Handbook,Lindsey Torres,Computer Science,2008,1875,110,2024
T006295,2025-01-21,2025-02-06,,Borrowed,On Time,,,M00955,38,36-50,Female,Student,Kathmandu,Complete Computer Science Applications,Melissa Beard,Business,2014,2125,0,2025
T006296,2025-08-19,2025-09-05,2025-10-04,Returned,Overdue,46.0,29.0,M01211,44,36-50,Male,Student,Kathmandu,Complete Business Handbook,James Martinez,Economics,2015,500,290,2025
T006297,2024-05-18,2024-05-29,2024-05-27,Returned,On Time,9.0,0.0,M02132,29,26-35,Male,Public,Kathmandu,Practical Networking Applications,Jose Collins,Psychology,2016,1425,0,2024
T006298,2024-06-02,2024-06-22,2024-06-19,Returned,On Time,17.0,0.0,M01492,36,36-50,Male,Faculty,Kathmandu,Advanced Machine Learning Concepts,Stephen Moore,Data Science,2023,2125,0,2024
T006299,2024-10-04,2024-10-26,2024-10-26,Returned,On Time,22.0,0.0,M00912,51,51-65,Female,Faculty,Kathmandu,Practical Economics Guide,Michele Gonzalez,Fiction,2022,1075,0,2024
T006300,2024-10-22,2024-11-03,2024-11-03,Returned,On Time,12.0,0.0,M01087,53,51-65,Female,Public,Pokhara,Complete AI Techniques,Amber Garcia,Psychology,2022,1125,0,2024
T006301,2024-03-10,2024-04-01,2024-03-30,Returned,On Time,20.0,0.0,M00893,20,18-25,Male,Faculty,Nepalgunj,Advanced Cloud Computing Handbook,Gregory Johnson,Cyber Security,2022,1500,0,2024
T006302,2025-06-17,2025-06-30,2025-06-28,Returned,On Time,11.0,0.0,M00086,19,18-25,Male,Public,Kathmandu,Complete Finance Handbook,Tonya Bell,AI,2018,2200,0,2025
T006303,2025-03-16,2025-03-28,2025-03-25,Returned,On Time,9.0,0.0,M01368,21,18-25,Male,Student,Kathmandu,Modern AI Concepts,James Hayes,Economics,2010,1525,0,2025
T006304,2025-10-22,2025-11-03,2025-12-09,Returned,Overdue,48.0,36.0,M00455,19,18-25,Female,Public,Kathmandu,Advanced Data Science Concepts,Samuel Reese,Data Science,2010,900,360,2025
T006305,2024-10-27,2024-11-13,2024-11-13,Returned,On Time,17.0,0.0,M00867,38,36-50,Male,Student,Kathmandu,Complete Self Help Applications,Jason Santiago,Business,2013,1200,0,2024
T006306,2024-08-21,2024-08-31,2024-08-28,Returned,On Time,7.0,0.0,M00249,33,26-35,Female,Public,Kathmandu,Essential Machine Learning Techniques,Sarah Douglas,History,2016,750,0,2024
T006307,2024-05-09,2024-05-19,2024-06-06,Returned,Overdue,28.0,18.0,M00841,48,36-50,Female,Public,Nepalgunj,Complete Cloud Computing Concepts,Scott Barr,Fiction,2009,550,180,2024
T006308,2024-01-16,2024-02-07,2024-02-05,Returned,On Time,20.0,0.0,M01398,32,26-35,Female,Researcher,Biratnagar,Modern Cloud Computing Techniques,Chad Smith,Economics,2022,2100,0,2024
T006309,2024-01-04,2024-01-21,2024-01-21,Returned,On Time,17.0,0.0,M01622,59,51-65,Female,Student,Kathmandu,Essential Marketing Handbook,Jordan Weaver,Self Help,2013,900,0,2024
T006310,2025-01-07,2025-01-18,2025-01-25,Returned,Overdue,18.0,7.0,M02047,18,18-25,Male,Public,Pokhara,Essential Business Guide,Eileen Schmidt,Data Science,2009,1075,70,2025
T006311,2024-01-15,2024-01-24,2024-01-21,Returned,On Time,6.0,0.0,M01232,57,51-65,Female,Public,Kathmandu,Essential Finance Handbook,Kristen Nelson,Economics,2024,600,0,2024
T006312,2025-04-24,2025-05-07,2025-05-04,Returned,On Time,10.0,0.0,M00891,20,18-25,Male,Public,Nepalgunj,Advanced Networking Concepts,Cheyenne Smith,Fiction,2023,950,0,2025
T006313,2024-04-15,2024-05-08,,Borrowed,On Time,,,M01313,28,26-35,Male,Faculty,Kathmandu,Practical AI Handbook,Kerry Bishop,Cyber Security,2011,1550,0,2024
T006314,2025-02-01,2025-02-14,2025-02-11,Returned,On Time,10.0,0.0,M00248,48,36-50,Female,Student,Nepalgunj,Complete Cyber Security Applications,Christopher Roberts,Data Science,2018,1700,0,2025
T006315,2024-01-27,2024-02-13,,Borrowed,On Time,,,M01046,60,51-65,Female,Student,Biratnagar,Practical Cloud Computing Concepts,Joseph Morales,History,2012,1900,0,2024
T006316,2025-09-29,2025-10-18,2025-10-16,Returned,On Time,17.0,0.0,M00153,25,18-25,Female,Faculty,Pokhara,Practical Machine Learning Techniques,David Mcdonald,Fiction,2021,2200,0,2025
T006317,2025-04-28,2025-05-11,2025-05-11,Returned,On Time,13.0,0.0,M01669,52,51-65,Male,Student,Kathmandu,Complete Marketing Concepts,Sharon Miles,Self Help,2008,1875,0,2025
T006318,2024-02-01,2024-02-15,2024-02-12,Returned,On Time,11.0,0.0,M01065,19,18-25,Female,Student,Nepalgunj,Modern Computer Science Applications,Amanda Guerra,Business,2019,1925,0,2024
T006319,2024-12-04,2024-12-16,2024-12-14,Returned,On Time,10.0,0.0,M00387,30,26-35,Male,Student,Kathmandu,Advanced Cyber Security Techniques,Christopher Wilkinson,Cloud Computing,2010,1600,0,2024
T006320,2024-05-13,2024-06-05,2024-06-05,Returned,On Time,23.0,0.0,M01663,20,18-25,Female,Faculty,Pokhara,Modern Cyber Security Guide,Donald Flores,Machine Learning,2015,1450,0,2024
T006321,2024-01-18,2024-01-30,2024-01-29,Returned,On Time,11.0,0.0,M01317,16,Under 18,Male,Student,Kathmandu,Essential Business Techniques,Derrick Good,Data Science,2014,2275,0,2024
T006322,2024-07-11,2024-08-04,,Borrowed,On Time,,,M01642,31,26-35,Female,Faculty,Nepalgunj,Complete Data Science Applications,Jessica Bruce,Fiction,2014,1950,0,2024
T006323,2024-09-18,2024-09-30,2024-09-28,Returned,On Time,10.0,0.0,M02127,15,Under 18,Male,Student,Kathmandu,Practical History Applications,Christy Holt,History,2015,925,0,2024
T006324,2025-02-27,2025-03-12,2025-03-09,Returned,On Time,10.0,0.0,M00517,47,36-50,Female,Student,Biratnagar,Advanced Psychology Applications,Glenn Flores,Self Help,2021,1200,0,2025
T006325,2024-06-21,2024-07-07,2024-07-10,Returned,Overdue,19.0,3.0,M01431,16,Under 18,Female,Student,Nepalgunj,Complete Cloud Computing Applications,Andrew Brown,History,2024,600,30,2024
T006326,2024-05-18,2024-05-29,2024-05-29,Returned,On Time,11.0,0.0,M00378,23,18-25,Female,Public,Kathmandu,Essential Cyber Security Guide,Robin Blake,Computer Science,2015,625,0,2024
T006327,2025-11-07,2025-11-27,2025-11-25,Returned,On Time,18.0,0.0,M01089,23,18-25,Female,Faculty,Nepalgunj,Modern Machine Learning Techniques,Tina Jackson,History,2016,1100,0,2025
T006328,2025-04-21,2025-05-02,,Borrowed,On Time,,,M00598,17,Under 18,Male,Public,Pokhara,Complete AI Handbook,Anthony Romero,Cyber Security,2023,2325,0,2025
T006329,2025-10-21,2025-11-07,2025-11-07,Returned,On Time,17.0,0.0,M00406,24,18-25,Female,Student,Biratnagar,Advanced Computer Science Handbook,William Rodriguez,Networking,2021,550,0,2025
T006330,2024-04-08,2024-04-17,2024-04-14,Returned,On Time,6.0,0.0,M01054,39,36-50,Female,Public,Pokhara,Practical Cloud Computing Applications,Michael Ross,Finance,2022,1675,0,2024
T006331,2025-02-03,2025-02-17,2025-02-16,Returned,On Time,13.0,0.0,M01661,25,18-25,Male,Student,Kathmandu,Practical Machine Learning Applications,Brian Gutierrez,Self Help,2019,1600,0,2025
T006332,2024-05-21,2024-05-30,2024-06-13,Returned,Overdue,23.0,14.0,M00478,19,18-25,Female,Public,Kathmandu,Complete History Techniques,Robert Bryant,History,2022,675,140,2024
T006333,2024-01-22,2024-02-12,2024-02-10,Returned,On Time,19.0,0.0,M02075,77,65+,Female,Faculty,Pokhara,Practical Cyber Security Guide,Maxwell Jackson,Fiction,2013,1775,0,2024
T006334,2024-02-22,2024-03-08,,Borrowed,On Time,,,M00874,74,65+,Male,Student,Nepalgunj,Practical Psychology Techniques,Jose Martin,Fiction,2008,1700,0,2024
T006335,2024-06-24,2024-07-06,2024-07-04,Returned,On Time,10.0,0.0,M00551,21,18-25,Female,Student,Pokhara,Practical Marketing Guide,Amanda Juarez,History,2010,1300,0,2024
T006336,2025-10-07,2025-10-21,2025-10-24,Returned,Overdue,17.0,3.0,M01428,53,51-65,Male,Student,Nepalgunj,Modern Marketing Applications,Meghan Smith,Fiction,2025,1275,30,2025
T006337,2025-06-14,2025-06-26,,Borrowed,On Time,,,M01891,15,Under 18,Female,Public,Nepalgunj,Practical Economics Concepts,Christopher Edwards,Business,2010,1275,0,2025
T006338,2024-10-04,2024-10-26,2024-11-09,Returned,Overdue,36.0,14.0,M00975,26,26-35,Female,Faculty,Biratnagar,Essential Data Science Guide,Mr. Michael Marshall DDS,Fiction,2012,1200,140,2024
T006339,2024-11-11,2024-11-22,2024-11-22,Returned,On Time,11.0,0.0,M00394,17,Under 18,Female,Public,Biratnagar,Practical Self Help Concepts,Tina Patel,Self Help,2021,1400,0,2024
T006340,2024-09-24,2024-10-10,,Borrowed,On Time,,,M00558,23,18-25,Male,Student,Biratnagar,Modern Fiction Concepts,Mr. Edwin Lester,Business,2020,625,0,2024
T006341,2024-11-22,2024-12-01,2024-11-28,Returned,On Time,6.0,0.0,M01963,20,18-25,Male,Public,Biratnagar,Advanced Marketing Techniques,John Smith,Business,2024,900,0,2024
T006342,2025-12-27,2026-01-13,2026-01-12,Returned,On Time,16.0,0.0,M01945,21,18-25,Male,Student,Kathmandu,Practical Cyber Security Handbook,Ronald Taylor,Fiction,2017,1025,0,2025
T006343,2025-02-06,2025-03-01,2025-02-26,Returned,On Time,20.0,0.0,M01533,21,18-25,Female,Researcher,Biratnagar,Advanced Self Help Concepts,Daniel Velasquez,Finance,2024,1625,0,2025
T006344,2024-07-12,2024-07-21,,Borrowed,On Time,,,M01634,60,51-65,Female,Public,Nepalgunj,Modern Economics Guide,James Hernandez,History,2022,1400,0,2024
T006345,2025-09-04,2025-09-27,,Borrowed,On Time,,,M00754,55,51-65,Male,Faculty,Kathmandu,Practical AI Applications,Tara Mullins,Data Science,2024,1700,0,2025
T006346,2024-12-22,2024-12-31,2024-12-31,Returned,On Time,9.0,0.0,M02199,17,Under 18,Female,Public,Kathmandu,Modern Cloud Computing Techniques,Alexander Dean,Networking,2021,1100,0,2024
T006347,2025-01-23,2025-02-09,,Borrowed,On Time,,,M00567,18,18-25,Male,Student,Kathmandu,Modern Networking Techniques,Nathaniel Brewer,Data Science,2011,750,0,2025
T006348,2024-10-27,2024-11-12,2024-11-11,Returned,On Time,15.0,0.0,M00949,15,Under 18,Female,Student,Kathmandu,Practical Computer Science Handbook,Kaylee Smith,Business,2024,1775,0,2024
T006349,2024-01-26,2024-02-09,2024-02-06,Returned,On Time,11.0,0.0,M01487,56,51-65,Male,Student,Kathmandu,Modern Cloud Computing Applications,William Wood,Psychology,2014,1400,0,2024
T006350,2025-01-12,2025-01-25,2025-02-04,Returned,Overdue,23.0,10.0,M00745,25,18-25,Female,Student,Kathmandu,Modern History Applications,Andrew Johnson,Business,2009,625,100,2025
T006351,2025-05-10,2025-05-31,,Borrowed,On Time,,,M02128,18,18-25,Male,Researcher,Kathmandu,Essential Economics Handbook,Dr. Jordan Pitts,Self Help,2013,1400,0,2025
T006352,2025-10-28,2025-11-17,2025-11-17,Returned,On Time,20.0,0.0,M00176,61,51-65,Male,Researcher,Kathmandu,Advanced Data Science Guide,Jason Jones,History,2019,1225,0,2025
T006353,2025-11-02,2025-11-12,2025-11-24,Returned,Overdue,22.0,12.0,M00290,24,18-25,Male,Public,Biratnagar,Practical Cloud Computing Concepts,Lauren Obrien,Fiction,2014,350,120,2025
T006354,2025-03-10,2025-03-27,,Borrowed,On Time,,,M01837,17,Under 18,Female,Student,Kathmandu,Practical Cyber Security Techniques,Daniel Goodman,Finance,2009,550,0,2025
T006355,2025-11-18,2025-11-29,,Borrowed,On Time,,,M02143,52,51-65,Male,Public,Pokhara,Essential Economics Concepts,Angie Hicks,Finance,2023,2350,0,2025
T006356,2024-03-12,2024-03-20,,Borrowed,On Time,,,M00404,25,18-25,Female,Public,Pokhara,Essential Marketing Concepts,Sharon Schmidt,History,2023,450,0,2024
T006357,2024-04-06,2024-04-26,2024-04-23,Returned,On Time,17.0,0.0,M00709,17,Under 18,Female,Faculty,Pokhara,Practical Data Science Handbook,Jessica Hall,Psychology,2012,2450,0,2024
T006358,2025-05-18,2025-06-04,2025-06-02,Returned,On Time,15.0,0.0,M00705,45,36-50,Male,Student,Biratnagar,Essential Computer Science Concepts,Kristin Vargas,Fiction,2010,2025,0,2025
T006359,2025-06-18,2025-07-03,,Borrowed,On Time,,,M00014,30,26-35,Female,Student,Biratnagar,Advanced Computer Science Handbook,Benjamin Bender,AI,2013,2125,0,2025
T006360,2025-10-24,2025-11-09,2025-11-07,Returned,On Time,14.0,0.0,M01754,20,18-25,Female,Student,Kathmandu,Practical Computer Science Guide,Jennifer Cummings,AI,2020,1175,0,2025
T006361,2024-08-04,2024-08-25,2024-08-24,Returned,On Time,20.0,0.0,M00546,69,65+,Male,Researcher,Kathmandu,Complete Machine Learning Guide,Sarah Brown,Computer Science,2008,1925,0,2024
T006362,2025-10-25,2025-11-15,2025-11-13,Returned,On Time,19.0,0.0,M00597,34,26-35,Male,Faculty,Nepalgunj,Complete Marketing Guide,Jeffrey Stevens,Psychology,2023,550,0,2025
T006363,2024-01-22,2024-02-04,2024-02-14,Returned,Overdue,23.0,10.0,M02052,22,18-25,Female,Public,Biratnagar,Practical Machine Learning Applications,Justin Weiss,Computer Science,2015,600,100,2024
T006364,2025-07-04,2025-07-18,2025-07-18,Returned,On Time,14.0,0.0,M00145,28,26-35,Female,Student,Nepalgunj,Advanced Finance Techniques,Michael Harrison,History,2013,925,0,2025
T006365,2025-11-01,2025-11-24,,Borrowed,On Time,,,M01439,37,36-50,Female,Researcher,Kathmandu,Practical Computer Science Guide,John Haynes,Fiction,2021,725,0,2025
T006366,2025-09-05,2025-09-17,2025-09-15,Returned,On Time,10.0,0.0,M01219,27,26-35,Male,Student,Biratnagar,Complete Networking Concepts,Joshua Friedman,Psychology,2025,600,0,2025
T006367,2025-05-19,2025-06-04,2025-06-03,Returned,On Time,15.0,0.0,M01127,38,36-50,Male,Student,Kathmandu,Essential Data Science Applications,Casey Davis,Business,2008,1025,0,2025
T006368,2025-12-28,2026-01-14,2026-01-12,Returned,On Time,15.0,0.0,M00474,32,26-35,Female,Student,Biratnagar,Complete Data Science Applications,Wendy Hardy,Self Help,2018,500,0,2025
T006369,2025-10-21,2025-11-10,2025-11-07,Returned,On Time,17.0,0.0,M00330,73,65+,Male,Faculty,Kathmandu,Complete Marketing Techniques,Brianna Valencia,Business,2013,1075,0,2025
T006370,2024-11-03,2024-11-15,2024-12-27,Returned,Overdue,54.0,42.0,M02026,16,Under 18,Male,Public,Biratnagar,Modern Cyber Security Concepts,James Brooks,History,2019,2150,420,2024
T006371,2024-09-29,2024-10-12,2024-10-22,Returned,Overdue,23.0,10.0,M01304,38,36-50,Female,Student,Kathmandu,Practical Cloud Computing Concepts,Patricia Cruz,Fiction,2011,2175,100,2024
T006372,2024-10-02,2024-10-25,2024-10-24,Returned,On Time,22.0,0.0,M00107,18,18-25,Male,Researcher,Kathmandu,Complete Data Science Techniques,Rachel Kemp,Business,2013,1650,0,2024
T006373,2024-03-01,2024-03-17,2024-03-16,Returned,On Time,15.0,0.0,M01585,24,18-25,Male,Student,Pokhara,Modern Cloud Computing Handbook,Jeremy Kent,History,2010,1325,0,2024
T006374,2025-11-27,2025-12-17,2025-12-16,Returned,On Time,19.0,0.0,M01615,72,65+,Male,Researcher,Nepalgunj,Modern Cloud Computing Concepts,Shelley Soto,Psychology,2024,2100,0,2025
T006375,2024-12-14,2025-01-02,2025-01-02,Returned,On Time,19.0,0.0,M01349,77,65+,Male,Faculty,Kathmandu,Advanced Cyber Security Guide,Daniel Hill,Fiction,2021,1825,0,2024
T006376,2025-09-22,2025-10-07,,Borrowed,On Time,,,M00367,16,Under 18,Female,Student,Pokhara,Advanced Data Science Guide,Julie Daniels,Cyber Security,2012,1575,0,2025
T006377,2025-05-22,2025-06-04,2025-06-01,Returned,On Time,10.0,0.0,M00664,29,26-35,Female,Student,Kathmandu,Complete Cloud Computing Handbook,Raymond Thompson,Self Help,2012,2250,0,2025
T006378,2024-09-13,2024-09-22,,Borrowed,On Time,,,M01617,16,Under 18,Female,Public,Pokhara,Practical Marketing Guide,Ashley Adkins,AI,2016,1550,0,2024
T006379,2024-07-29,2024-08-22,,Borrowed,On Time,,,M01965,26,26-35,Female,Researcher,Kathmandu,Advanced Finance Handbook,Joseph Ross,Fiction,2020,2150,0,2024
T006380,2024-12-13,2024-12-21,2024-12-20,Returned,On Time,7.0,0.0,M01732,29,26-35,Female,Public,Kathmandu,Advanced Business Guide,Richard Dorsey,History,2016,2450,0,2024
T006381,2024-06-14,2024-07-03,,Borrowed,On Time,,,M01146,32,26-35,Male,Faculty,Kathmandu,Essential Economics Techniques,Lori Hernandez,Fiction,2023,2500,0,2024
T006382,2025-01-02,2025-01-25,2025-01-25,Returned,On Time,23.0,0.0,M01437,28,26-35,Male,Faculty,Kathmandu,Essential Marketing Applications,David Baker,Cloud Computing,2025,625,0,2025
T006383,2024-03-26,2024-04-14,,Borrowed,On Time,,,M00733,37,36-50,Male,Faculty,Kathmandu,Advanced Networking Applications,Joseph Boyd,Self Help,2008,1150,0,2024
T006384,2025-03-02,2025-03-15,2025-03-25,Returned,Overdue,23.0,10.0,M00522,20,18-25,Male,Public,Biratnagar,Practical AI Handbook,Julia Nichols,Psychology,2022,2100,100,2025
T006385,2025-12-09,2025-12-21,2026-01-03,Returned,Overdue,25.0,13.0,M01249,73,65+,Male,Student,Kathmandu,Advanced Fiction Concepts,Dr. Amy Ramos,Fiction,2016,1675,130,2025
T006386,2024-05-19,2024-05-27,2024-05-31,Returned,Overdue,12.0,4.0,M01226,47,36-50,Male,Public,Pokhara,Essential Cloud Computing Guide,Kyle Adams,Marketing,2008,2125,40,2024
T006387,2025-05-20,2025-06-01,,Borrowed,On Time,,,M00255,50,36-50,Female,Student,Kathmandu,Essential AI Concepts,Anthony Miller,Computer Science,2022,2075,0,2025
T006388,2024-03-21,2024-04-14,2024-04-14,Returned,On Time,24.0,0.0,M01808,24,18-25,Male,Faculty,Kathmandu,Practical Machine Learning Guide,Jay Booker,Fiction,2025,1025,0,2024
T006389,2025-02-02,2025-02-23,2025-03-07,Returned,Overdue,33.0,12.0,M01615,56,51-65,Male,Faculty,Kathmandu,Essential Self Help Concepts,Kimberly Smith,Psychology,2018,650,120,2025
T006390,2025-12-16,2025-12-29,,Borrowed,On Time,,,M01279,31,26-35,Female,Student,Kathmandu,Practical Economics Techniques,Joseph Pierce,Networking,2021,875,0,2025
T006391,2025-08-19,2025-09-08,2025-09-15,Returned,Overdue,27.0,7.0,M01338,55,51-65,Female,Researcher,Pokhara,Essential History Handbook,Darren Mcclure,Fiction,2008,600,70,2025
T006392,2024-10-18,2024-11-06,2024-11-04,Returned,On Time,17.0,0.0,M01482,20,18-25,Female,Faculty,Kathmandu,Practical Psychology Concepts,Brian Moss,Cloud Computing,2022,1400,0,2024
T006393,2024-03-14,2024-04-04,2024-04-03,Returned,On Time,20.0,0.0,M00647,52,51-65,Female,Researcher,Kathmandu,Complete Self Help Guide,Dana Hunter,Psychology,2008,950,0,2024
T006394,2025-03-29,2025-04-07,2025-04-06,Returned,On Time,8.0,0.0,M01498,50,36-50,Male,Public,Kathmandu,Essential Networking Handbook,Elizabeth Smith,Fiction,2008,700,0,2025
T006395,2025-04-11,2025-04-24,,Borrowed,On Time,,,M00516,40,36-50,Male,Student,Pokhara,Modern Economics Techniques,Mr. Eric Wong,Psychology,2012,1225,0,2025
T006396,2024-12-31,2025-01-16,2025-01-14,Returned,On Time,14.0,0.0,M01334,67,65+,Female,Student,Kathmandu,Essential Finance Handbook,Tammy Thompson,Cyber Security,2024,2100,0,2024
T006397,2024-03-07,2024-03-24,2024-03-24,Returned,On Time,17.0,0.0,M00112,59,51-65,Male,Student,Kathmandu,Modern Computer Science Techniques,Mr. William Sanchez,Fiction,2015,1450,0,2024
T006398,2024-12-11,2024-12-23,2024-12-24,Returned,Overdue,13.0,1.0,M00592,15,Under 18,Female,Public,Nepalgunj,Practical Business Concepts,Bryan Rivera,Self Help,2013,2150,10,2024
T006399,2025-08-27,2025-09-08,,Borrowed,On Time,,,M01746,60,51-65,Male,Public,Nepalgunj,Essential Machine Learning Applications,Lisa Fitzgerald,Self Help,2014,500,0,2025
